,MultipleLines,StreamingTV,StreamingMovies,MonthlyCharges,TotalCharges,Churn
2506,1,0,0,24.3,1778.7,0
2994,0,0,0,38.6,2345.55,0
3999,0,0,0,69.6,131.65,1
6671,0,1,1,100.05,6034.85,0
906,0,1,0,56.4,234.85,0
28,1,1,1,90.25,6369.45,0
6228,1,0,0,64.95,4551.5,0
2507,1,0,0,24.5,1816.2,0
2428,1,1,1,99.25,3777.15,1
5043,1,1,0,90.6,1660,1
762,0,0,0,70.3,208.85,1
3747,1,0,0,58.5,224.85,0
4811,0,0,0,46.0,193.6,1
284,0,1,1,95.15,1779.95,1
686,1,0,0,24.6,1266.4,0
6506,1,0,1,84.6,1115.2,1
2353,0,0,1,80.35,253.8,0
5664,0,0,1,84.6,865.55,1
6050,1,1,0,99.4,5943.65,0
21,0,0,0,19.8,202.25,0
2752,0,0,0,35.4,1077.5,1
885,0,0,0,20.05,20.05,0
917,0,1,1,65.55,4807.45,0
1040,0,1,1,90.45,1266.1,1
5584,1,0,0,80.5,896.9,1
1265,0,1,1,94.8,5264.3,0
4579,1,0,0,81.15,2640.55,0
6095,0,0,0,19.65,67.55,0
277,0,0,1,64.95,1339.8,0
5084,0,0,0,20.75,452.35,0
2084,0,0,0,69.75,69.75,1
1245,0,1,1,90.45,2117.25,0
2382,0,0,0,39.5,1082.75,0
571,1,0,0,59.6,2754,0
1435,1,1,1,109.4,7227.45,0
3902,0,0,0,29.9,29.9,0
5089,0,1,0,54.4,475.1,0
1247,1,0,0,83.15,2033.05,0
4681,1,0,1,83.85,790.15,1
3526,0,0,0,50.35,237.25,1
2514,1,0,1,89.7,2187.55,1
1007,0,0,0,68.95,119.75,1
4770,0,0,0,19.7,94.45,0
4543,0,0,0,19.5,798.2,0
5856,0,0,0,44.65,472.25,0
6100,1,1,1,99.05,2952.85,1
2064,0,0,0,19.55,608.5,0
5558,1,1,1,116.4,8543.25,0
1690,1,1,0,97.55,6669.05,0
6079,1,0,0,54.1,1373,0
1985,0,0,0,29.2,309.1,1
294,0,0,0,19.7,220.35,0
1547,1,1,1,107.5,6873.75,1
2012,1,1,0,98.75,4533.7,1
588,1,0,1,99.15,7422.1,0
3329,0,0,0,50.3,908.75,0
2403,0,1,1,84.8,6046.1,0
2129,1,0,0,75.3,75.3,1
3998,0,0,0,54.5,2301.15,0
6163,1,0,1,89.1,1620.8,0
3741,1,0,1,104.9,7732.65,0
3508,1,1,1,113.65,7939.25,0
2719,0,1,1,72.6,4084.35,0
4521,0,1,0,45.55,2062.15,0
5150,0,0,0,20.1,43.15,0
6412,0,1,1,108.3,7679.65,0
6419,1,0,0,84.9,5785.65,0
556,0,0,0,19.9,19.9,0
4795,0,0,0,20.8,1021.8,1
2469,0,0,0,20.0,599.3,0
3738,0,1,1,49.2,1701.65,0
4286,1,0,1,88.05,801.3,0
5797,1,0,0,88.8,1672.35,0
5289,1,1,1,115.1,6993.65,0
1716,0,0,1,54.75,438.05,0
2604,1,1,1,100.55,2878.75,0
5808,1,1,1,108.4,7719.5,0
1704,1,1,1,99.75,99.75,1
2139,0,1,1,66.85,458.1,0
3239,0,0,0,49.45,799,0
2383,0,0,0,26.05,565.75,0
4311,0,0,1,40.1,293.3,1
1285,0,1,1,89.5,676.7,1
6175,0,0,1,90.8,3023.85,0
6289,1,1,1,116.2,7752.3,1
3930,1,1,1,109.4,7281.6,0
5324,1,0,0,54.6,1242.25,0
1591,0,0,0,21.1,385.55,0
6977,0,0,0,49.7,1218.25,0
2162,1,1,0,96.6,2684.35,0
2396,1,0,1,95.0,3591.25,0
317,0,1,1,80.3,3058.65,1
6317,1,0,0,79.15,79.15,1
3111,1,1,1,103.4,7372.65,1
5233,0,1,1,101.15,842.9,1
5624,1,0,1,89.8,5629.55,0
6835,1,1,0,88.4,5798.3,0
4036,0,0,0,20.25,401.95,0
795,0,0,1,64.2,143.65,0
3020,0,0,0,34.05,1113.95,0
1711,1,0,0,24.4,1725.4,0
3387,0,0,0,20.65,155.9,0
36,0,0,0,69.7,316.9,1
4549,1,0,0,92.7,1556.85,0
913,0,0,0,20.05,267,0
5295,1,1,1,108.75,5431.9,0
3972,0,0,0,50.9,2298.55,0
4133,1,1,1,98.6,5581.05,0
974,0,1,1,75.95,4542.35,0
983,1,0,1,86.6,86.6,1
6620,0,0,1,80.8,80.8,1
1418,1,0,1,89.55,6373.1,0
1560,0,1,0,45.05,1790.6,0
4135,1,1,1,92.9,3379.25,0
5613,1,0,0,70.45,5165.7,0
4265,1,1,1,100.05,6871.9,1
1355,0,0,0,19.5,178.85,0
6589,1,0,0,25.8,1911.5,0
6674,1,0,0,23.5,173,0
987,0,0,0,19.75,19.75,0
2682,1,0,0,50.4,206.6,1
5047,1,0,0,73.15,2730.85,0
1640,0,0,0,20.65,134.05,0
1290,1,1,1,84.45,5899.85,0
3681,1,1,1,101.0,4680.05,1
1380,0,1,1,98.45,6145.2,0
1933,0,0,0,19.7,415.9,0
4675,1,1,1,100.0,4211.55,1
5924,0,0,0,20.65,1218.45,0
3160,0,0,0,46.25,3121.4,0
2030,1,0,0,60.95,134.6,0
892,1,0,0,81.1,2619.25,0
4876,0,1,1,104.4,1081.45,1
4069,0,1,1,99.55,6668,0
4255,1,1,1,75.3,989.45,1
2,0,0,0,53.85,108.15,1
2109,1,0,0,26.1,980.35,0
849,1,1,1,89.8,6510.45,0
2737,1,1,1,104.65,6889.8,0
2466,0,0,0,20.55,1205.05,0
1914,1,1,0,64.6,174.2,0
1596,0,0,0,70.35,120.25,0
1913,1,1,0,95.5,6153.85,0
5139,1,0,0,24.95,1261.45,0
6872,0,0,0,81.15,5224.5,0
2736,1,0,1,89.45,5294.6,0
726,1,0,0,26.25,605.9,0
53,1,0,0,80.65,633.3,1
1796,1,1,1,73.65,1642.75,0
3845,0,0,0,73.9,280.85,1
2553,0,0,0,19.2,37.2,0
2800,0,0,0,20.35,442.6,0
936,0,1,1,80.85, ,0
5806,0,0,0,19.6,35.85,1
824,1,0,0,25.8,1563.95,0
4321,1,0,0,80.35,1058.1,0
3401,0,0,0,19.55,1080.55,0
1389,1,0,1,94.25,3217.55,1
3564,1,0,1,90.45,5825.5,0
884,0,0,0,35.8,1782,0
4867,1,1,1,100.85,3527.3,0
1868,0,0,0,44.05,44.05,0
5181,1,1,1,90.8,6397.6,0
10,0,0,0,49.95,587.45,0
3415,1,1,0,83.0,5685.8,1
1463,0,0,0,70.4,281,1
806,0,0,0,55.2,1058.1,0
5741,1,1,1,99.95,1931.75,1
6740,0,0,0,79.2,3233.85,1
4068,0,0,0,19.5,272,0
2108,0,0,0,44.95,2168.9,0
5943,0,1,0,84.85,84.85,1
6981,0,1,0,65.45,554.45,0
2234,1,0,0,59.7,1414.2,0
963,1,0,1,73.25,4054.2,0
4494,0,0,1,84.3,235.05,0
2632,0,0,1,64.75,3617.1,0
704,0,0,0,49.25,208.45,0
431,0,1,1,65.2,4784.45,0
4388,0,0,0,19.4,358.05,0
145,1,1,0,99.05,6416.7,0
2033,0,0,0,20.2,20.2,1
5909,1,0,0,80.2,4297.6,0
1165,0,0,0,19.9,510.8,0
3500,1,0,1,94.3,5610.15,0
2050,0,0,0,47.6,3377.8,0
3760,0,0,0,73.6,232.5,0
2624,1,0,0,66.7,1077.05,0
4484,0,0,0,70.35,70.35,0
4435,1,0,0,80.5,1336.9,0
5608,0,0,0,54.15,701.05,0
5454,0,0,0,69.55,69.55,1
4361,0,0,0,58.75,1696.2,0
2424,1,1,1,112.95,6465,1
1262,0,0,0,51.25,612.1,0
1771,0,1,1,90.5,1201.15,1
3511,1,0,0,24.6,1279,0
271,0,0,0,59.75,3450.15,0
4792,1,1,1,106.25,6979.8,1
7011,0,0,0,60.4,272.15,1
244,0,0,0,54.8,731.3,0
6828,0,0,0,19.05,201.7,0
4572,1,1,1,106.15,6411.25,0
2032,0,1,1,88.15,1390.6,1
6488,0,0,0,69.5,69.5,1
5563,0,0,0,20.15,84.5,0
813,0,0,0,30.4,938.65,0
3810,0,0,0,44.55,44.55,0
6987,1,1,1,108.35,3726.15,0
5716,0,0,1,55.3,108.65,0
1804,0,0,0,20.65,716.4,0
5982,0,0,0,19.8,304.6,0
4346,1,0,0,66.4,2727.8,0
2461,0,0,0,19.7,1341.5,0
545,0,0,1,78.95,2647.2,0
3241,0,0,0,20.1,20.1,1
738,1,0,0,79.35,3344.1,0
310,0,0,0,19.25,19.25,0
3521,0,0,0,53.45,3053,0
1131,1,1,0,64.7,941,1
6932,0,0,1,56.75,503.25,0
4111,0,1,0,65.25,1441.8,0
2769,0,0,0,19.75,297.3,1
920,1,0,0,24.15,1505.9,0
3587,1,1,1,99.45,919.4,1
3959,0,0,1,61.35,3645.5,0
38,1,1,1,106.35,3549.25,1
4459,1,1,1,100.25,100.25,1
4278,0,1,1,97.05,4692.95,0
2983,1,1,1,89.9,6457.15,0
5290,0,1,1,59.7,4122.65,0
7026,0,0,0,44.2,403.35,1
5217,1,0,0,24.5,270.15,0
2667,1,1,1,115.05,8405,0
3223,0,0,0,29.8,94.4,0
1182,0,1,1,53.75,3196,0
6387,0,0,0,56.85,1861.1,0
614,1,0,1,69.5,3418.2,0
6912,1,1,0,85.5,791.7,0
1466,0,0,0,49.2,571.15,0
4497,0,1,1,97.95,5867,0
3042,0,0,0,30.3,1380.1,1
934,0,0,0,33.6,435.45,0
2419,0,0,0,53.8,651.55,0
5085,0,0,1,40.6,1494.5,0
6351,1,1,1,103.7,5071.05,1
5704,1,1,0,86.85,1564.4,0
4822,0,1,1,104.9,7559.55,0
826,1,1,1,95.6,644.35,1
1521,1,0,0,67.45,2443.3,0
2930,1,0,0,25.75,755.6,0
4232,0,0,0,69.95,69.95,1
628,1,1,1,111.65,7943.45,0
4430,0,0,0,61.4,1864.65,0
3853,1,0,0,72.8,3249.4,0
390,1,1,1,95.6,2595.25,0
4345,0,0,0,20.55,1403.1,0
6862,1,0,1,88.85,372.45,1
3990,0,1,1,92.9,1337.45,0
400,0,0,0,19.75,624.15,0
4806,0,0,0,19.45,1195.95,0
5135,0,0,0,19.75,19.75,0
5687,0,0,0,90.65,3882.3,0
3359,0,0,0,19.95,416.4,0
46,0,0,0,49.25,97,0
6752,0,0,1,49.85,552.1,0
6937,0,0,0,35.75,961.4,0
3642,1,1,1,104.1,3121.1,0
3726,1,0,1,89.05,1448.6,1
6444,1,1,1,79.45,2587.7,1
5208,0,0,0,59.45,780.85,0
5319,1,1,1,109.75,8075.35,0
6832,0,0,0,20.9,1146.05,0
2421,0,0,1,39.9,2796.35,0
1750,0,0,1,89.7,4304.5,0
6805,1,1,1,105.55,7195.35,0
5767,0,1,0,59.8,3808.2,0
4062,0,0,0,70.5,70.5,1
338,0,1,1,94.8,3565.65,0
215,0,1,1,58.75,3437.45,0
3663,0,1,1,88.4,788.6,0
1341,0,1,0,54.7,169.45,1
6437,1,0,0,24.9,467.7,0
3894,1,1,1,118.6,7990.05,0
3640,1,0,1,95.9,2745.2,1
329,1,0,0,82.65,1470.05,0
5537,1,1,1,115.05,8016.6,0
3004,0,1,1,89.15,89.15,1
6721,1,1,1,79.3,3902.45,0
3115,1,0,0,84.45,1058.6,1
6808,0,1,1,100.45,3801.7,0
2322,0,0,0,20.45,1024.65,0
4197,1,0,1,84.75,1816.75,0
3549,0,0,0,68.05,4158.25,0
1458,0,0,0,20.55,20.55,1
171,1,1,1,104.4,242.8,1
4203,0,0,0,20.05,96.8,0
5896,1,0,0,25.45,1789.65,0
3569,0,0,0,19.95,310.6,0
4226,1,0,0,75.85,256.6,1
5158,1,0,0,24.75,1777.6,0
5744,0,0,1,55.8,2283.3,0
6594,0,0,0,20.05,299.3,0
938,1,1,1,108.05,7118.9,0
60,1,1,1,100.5,4707.1,0
1240,0,0,0,20.15,536.35,0
5136,1,0,0,72.6,154.3,0
5884,0,1,1,59.9,2816.65,1
2120,0,0,0,21.0,1210.3,0
1524,1,1,1,109.85,7002.95,0
153,0,1,1,86.1,5215.25,0
481,0,0,1,45.3,2145,1
4460,0,0,0,78.2,1468.75,0
3920,1,0,0,86.4,6172,0
1762,1,1,0,89.65,3161.6,0
750,0,0,0,56.7,1652.95,0
1785,1,1,1,92.2,6392.85,0
6613,0,0,0,20.4,63.15,0
4501,0,0,0,20.7,762.45,0
4853,0,0,1,94.45,5042.75,0
2711,0,1,1,90.1,2598.95,1
5689,0,0,0,74.65,383.65,0
4193,0,0,0,19.75,208.25,0
1333,0,0,0,35.4,1748.9,0
7035,0,1,0,78.7,1495.1,0
2854,1,1,0,70.35,1201.65,0
186,0,0,0,51.8,1023.85,0
1136,0,0,0,20.0,1209.25,0
2058,1,1,1,86.65,6224.8,0
5903,1,0,0,91.6,4627.8,0
6200,0,0,0,19.5,1222.65,0
148,0,1,0,64.5,1929.95,0
4124,1,1,1,94.95,1760.25,0
4889,1,1,1,113.45,5317.8,0
6683,0,0,1,44.15,1931.3,0
3363,0,1,1,57.5,3265.95,0
4788,1,0,0,54.15,3116.15,0
2866,0,0,1,84.6,1017.35,0
3776,0,1,0,56.35,2391.15,0
1386,1,1,1,86.55,5632.55,0
6649,0,0,0,19.85,138.85,0
5825,0,0,0,70.3,70.3,1
3629,1,0,0,25.15,412.6,0
6333,1,1,1,106.0,6441.4,1
4797,1,1,1,114.05,8289.2,0
3028,0,0,0,43.25,219,1
2969,1,1,1,109.3,7337.55,0
6120,0,1,0,59.45,357.6,0
1708,0,1,1,74.4,299.7,1
2953,1,1,1,105.85,2239.65,1
454,1,0,0,24.4,1417.9,0
609,1,1,1,105.25,6786.4,1
4263,1,1,1,115.55,8312.4,0
4826,1,1,1,105.5,829.55,1
5968,1,1,1,74.05,872.65,1
2074,0,1,1,108.15,4600.7,1
4052,0,1,0,40.3,1172.95,1
5723,1,0,0,80.65,4807.35,0
1622,0,0,1,70.6,3231.05,0
4683,1,1,1,94.1,2322.85,0
5497,0,1,1,51.8,2541.25,1
6165,0,0,0,70.65,293.85,0
40,0,0,0,49.55,475.7,0
5475,1,0,0,55.0,3092.65,1
2089,0,0,0,39.7,1932.75,0
3924,1,0,1,82.05,4029.95,1
2175,0,1,0,85.15,2555.9,1
74,0,0,1,64.5,177.4,0
5634,0,0,0,19.9,19.9,1
6946,0,0,1,45.55,2108.35,0
2657,1,0,1,66.1,1912.15,0
3180,0,0,0,20.0,63.6,0
2076,0,0,1,59.1,772.85,0
441,1,1,1,101.55,5070.4,0
2051,0,0,0,19.4,1346.2,0
2541,0,1,1,53.8,3952.45,0
1301,0,0,0,58.2,3810.8,0
3430,0,0,1,95.95,5036.9,0
1304,1,0,1,85.6,1345.55,1
236,0,0,0,29.6,299.05,0
6733,0,0,0,50.35,1411.35,0
2599,0,0,1,73.0,5265.2,0
4616,0,1,0,54.6,1125.2,0
2573,0,0,1,54.75,54.75,1
3280,0,0,0,58.6,3068.6,0
3186,0,0,0,20.3,1160.75,0
3953,0,0,0,74.4,434.1,1
2768,0,0,0,19.7,260.9,0
4831,0,0,0,40.2,711.95,0
4223,0,0,0,70.3,220.4,0
2106,0,0,1,59.45,3157,0
2679,1,0,0,74.65,301.4,1
2761,0,0,1,34.7,329.8,1
4688,1,0,1,90.85,6470.1,0
5399,0,0,0,19.75,989.05,0
1387,1,0,0,24.3,1643.25,0
6605,1,1,1,110.9,7432.05,1
6368,1,1,1,94.0,181.7,1
5660,1,1,1,77.55,3471.1,0
6792,1,0,0,24.9,1334,1
5000,0,0,0,49.5,312.7,0
1279,0,0,0,20.95,495.15,0
6281,0,0,0,20.6,116.6,0
6899,0,0,0,45.1,45.1,1
1555,0,1,1,106.1,5769.75,1
6800,0,1,1,105.95,1348.9,1
3190,0,1,1,54.65,3632,0
4566,0,1,1,100.3,6754.35,0
4802,0,0,0,54.65,1517.5,0
6600,0,0,0,29.7,91.7,1
4841,0,1,1,94.6,2283.15,0
3594,0,0,1,40.75,359.4,0
1920,0,0,0,20.45,471.55,0
513,1,1,1,105.45,5916.95,0
4177,0,0,0,45.65,985.05,0
1308,1,1,0,86.6,1281,1
914,1,0,0,25.2,1798.9,0
3452,0,0,0,44.95,44.95,0
3695,1,1,1,98.85,3089.6,0
4242,0,0,0,19.75,19.75,0
3156,0,0,0,19.05,461.3,0
2198,1,0,0,61.95,1070.7,0
774,0,1,1,95.8,3036.75,1
4425,1,0,1,69.2,944.65,0
943,0,1,1,65.5,4919.7,0
822,1,1,1,103.1,4889.3,0
5005,0,1,1,104.7,4134.85,1
4277,0,0,0,20.95,109.5,0
164,0,0,0,20.6,233.9,0
5619,0,1,1,91.0,1859.5,0
4547,1,1,1,105.5,6487.2,0
3983,0,0,0,24.25,24.25,1
2538,0,1,0,40.55,1325.85,0
6712,0,1,0,85.45,2289.9,0
1311,0,0,1,45.1,2049.05,0
5207,0,0,1,40.65,933.3,1
6399,1,0,0,73.1,4144.9,0
5383,1,0,1,84.75,3050.15,1
5871,1,0,0,55.65,1400.55,1
6531,0,0,1,65.8,1679.65,0
3300,0,0,0,20.1,579.4,0
3310,0,1,0,78.45,78.45,1
327,0,0,0,70.35,139.05,1
2490,1,1,1,100.55,3895.35,0
6593,0,1,1,54.55,2978.3,1
4408,1,1,0,71.45,5025.85,0
832,0,0,1,74.1,5222.3,0
3079,0,1,1,68.65,261.25,1
3462,1,0,1,85.2,602.55,1
5297,0,0,0,20.35,1092.35,0
6166,1,1,1,104.2,3243.45,1
54,0,0,1,74.85,4456.35,0
4064,0,0,0,50.15,50.15,0
3451,0,0,0,70.95,4555.2,0
1901,0,0,0,20.15,260.7,0
1481,0,1,1,65.1,4754.3,0
4873,0,0,0,19.3,144.95,0
4895,0,0,0,85.15,3670.5,0
4150,0,1,1,89.0,605.45,0
3335,1,0,0,25.0,316.2,0
4926,0,0,0,60.15,3753.2,0
946,0,0,0,20.5,77.6,0
3293,1,0,1,64.0,370.25,0
2161,0,0,0,75.8,160.75,1
6816,0,0,0,70.3,70.3,1
5083,0,0,1,71.35,2847.2,0
5961,0,0,0,35.9,35.9,0
3057,0,0,0,19.6,411.15,0
5490,0,0,0,55.7,335.65,0
768,0,0,0,74.25,3089.1,0
6615,0,0,0,50.1,484.05,0
3495,1,0,0,75.35,75.35,1
285,1,0,0,76.0,1783.6,0
6959,0,1,1,89.1,3342,0
4524,1,1,0,99.25,2186.4,1
6259,0,1,1,76.95,4543.95,0
2332,0,1,0,66.05,3021.45,0
2717,1,1,1,92.65,6733,0
2079,1,1,1,106.05,7554.05,0
3389,0,0,0,70.6,70.6,0
722,1,0,1,85.95,381.3,1
951,0,0,0,75.6,535.55,0
6135,1,1,1,114.0,8175.9,0
2262,0,1,0,80.2,146.05,1
989,0,0,0,19.6,678.8,0
3212,0,0,0,80.0,3168.75,0
1759,0,0,0,19.4,415.4,0
5781,0,0,1,89.2,2383.6,0
4422,0,1,1,97.0,3021.3,0
5479,0,0,0,69.05,651.5,0
1724,1,1,1,94.9,273.2,0
5182,1,0,0,24.95,280.4,0
341,1,1,1,85.75,6223.8,0
3701,1,0,0,24.5,761.95,0
4243,0,1,0,64.1,2460.35,0
688,0,0,0,30.1,1623.4,0
3432,1,1,1,94.8,6859.05,0
5203,0,1,1,70.7,225.65,0
4944,1,0,0,24.4,253.9,0
966,0,0,0,19.25,112.3,1
6644,1,1,1,96.5,5673.7,0
6361,0,0,1,62.8,418.3,0
2203,1,0,1,104.9,7537.5,0
2713,0,0,0,20.45,20.45,0
4757,1,0,0,60.1,60.1,1
5098,1,0,0,77.0,237.75,1
6198,1,0,0,25.5,630.6,0
6943,0,0,0,30.5,30.5,1
5280,1,1,1,79.15,2531.4,0
3572,0,0,1,79.5,2665,0
4805,1,0,0,24.55,1331.05,0
5299,1,1,1,101.3,2812.2,1
1990,1,1,0,84.75,1350.15,1
4120,0,0,1,78.95,2034.25,0
4759,0,1,0,78.95,78.95,1
5775,1,1,0,82.5,4828.05,0
5298,1,1,1,105.9,6401.25,0
6150,0,1,1,91.05,2871.5,0
4971,0,0,0,19.55,389.25,0
6866,1,1,1,95.45,95.45,1
5034,0,0,0,29.9,1388.75,0
3600,1,0,0,84.2,4146.05,1
6424,0,1,1,54.2,3937.45,1
7009,1,0,0,81.0,1917.1,1
5803,1,0,0,81.3,416.3,1
385,0,0,0,19.95,214.75,1
6141,1,1,1,104.2,5568.35,1
6426,0,0,0,50.05,2029.05,0
536,1,0,0,81.55,5029.05,0
6565,1,1,1,106.2,6375.2,0
5032,1,0,1,89.15,1057.55,0
4212,0,1,1,90.6,90.6,1
3507,0,0,0,19.75,78.3,0
201,0,0,0,80.05,1112.3,0
1332,1,0,0,23.95,1713.1,0
3502,0,1,1,54.0,2440.25,0
2708,1,1,1,100.8,1308.1,1
5031,0,1,1,101.5,906.85,0
4662,0,0,0,20.15,432.5,0
4021,0,0,0,20.5,20.5,1
1854,0,0,1,43.3,43.3,1
6290,1,1,1,93.7,6585.35,1
2872,1,0,0,22.95,1014.25,0
3030,0,1,0,79.55,79.55,1
1205,1,0,0,74.9,74.9,1
1645,1,1,0,84.65,3541.35,1
3417,0,0,0,56.3,401.5,0
3476,1,1,1,100.75,6674.65,0
5925,1,1,0,68.7,1416.2,0
2861,0,0,1,81.95,81.95,1
1792,1,1,0,69.4,3058.3,0
5526,1,0,0,23.95,1216.35,0
3797,1,1,1,80.2,3581.6,0
3368,1,0,1,94.15,4408.45,0
3367,1,1,1,89.25,4652.4,0
3533,0,0,0,19.8,198.25,0
6173,1,0,1,91.0,3180.5,0
5109,0,0,0,65.85,4097.05,0
3449,1,1,0,95.7,4976.15,0
603,1,1,1,108.65,4903.2,0
3056,1,1,0,70.5,3486.65,0
6125,1,1,1,102.25,1359,1
126,1,0,0,78.05,2135.5,1
3876,1,1,1,100.65,2415.95,0
2935,0,1,1,86.1,6045.9,0
5443,0,0,0,45.45,1233.15,0
4451,1,1,1,93.9,4200.25,0
3531,0,0,0,19.35,295.55,0
2730,1,1,1,106.65,5168.1,0
827,1,0,0,25.55,372.45,0
1639,0,0,0,45.05,770.6,1
984,1,0,0,23.75,1679.25,0
3281,0,1,1,94.8,4690.65,0
7000,0,0,0,20.55,1343.4,0
2188,0,0,0,31.2,926.2,0
6483,0,1,1,97.0,1334.45,0
2443,1,1,1,109.55,7887.25,0
362,0,0,0,50.3,2878.55,0
2349,1,0,0,90.45,6565.85,0
345,1,0,0,72.1,72.1,0
814,0,0,0,20.05,94.15,0
4807,1,1,1,116.15,3946.9,0
3205,1,1,1,117.6,8308.9,0
6900,0,1,1,94.0,4905.75,0
6746,0,0,0,56.5,235.1,1
3325,1,0,1,85.65,338.9,1
4106,1,1,1,93.55,2264.05,1
6296,0,0,1,50.4,1580.1,0
2116,1,0,0,54.35,54.35,1
1834,0,0,0,45.1,45.1,1
793,0,1,0,67.65,2339.3,0
6968,1,0,0,74.4,1692.6,1
2674,0,0,0,20.05,91.45,0
94,1,1,1,100.9,7459.05,0
4225,0,0,0,20.25,158.35,0
3756,0,0,0,24.45,24.45,1
2891,0,0,1,79.7,79.7,1
2371,1,0,0,25.7,25.7,0
5831,0,1,1,90.8,809.75,1
6236,1,1,1,100.6,3270.25,0
3228,1,1,1,105.25,5576.3,0
6274,1,1,0,86.9,4939.25,0
2853,1,0,0,79.2,4765,0
6514,0,1,1,64.7,4746.05,0
2912,1,0,1,93.5,2970.8,0
1865,1,1,1,99.0,4744.35,0
5754,0,0,0,19.05,454.05,0
4612,0,1,0,45.25,2933.95,0
1857,0,0,0,58.9,3857.1,0
2645,0,0,0,19.8,19.8,0
2243,1,1,1,100.8,6690.75,0
5373,0,1,1,105.25,7291.75,0
2336,0,0,0,70.4,1214.05,1
950,0,0,0,44.95,85.15,1
3068,1,0,1,96.4,4911.05,0
1120,0,0,0,70.55,1493.55,0
2597,1,1,1,109.6,7854.15,0
2204,1,1,1,111.3,7482.1,1
419,0,0,0,75.3,75.3,1
922,1,0,0,75.4,1189.4,0
1254,0,1,0,88.8,4805.3,0
477,0,1,0,75.7,554.05,0
2035,0,0,1,63.95,2737.05,0
6479,0,1,0,55.0,55,1
5788,0,0,0,25.15,99.95,0
5742,1,1,1,114.5,8331.95,0
5567,1,0,1,103.0,5166.2,0
1202,0,1,1,94.25,4867.95,1
2626,0,0,1,50.05,2911.5,0
5765,1,0,1,96.55,6581.9,1
6775,1,1,1,79.75,4438.2,0
1970,0,1,0,81.1,576.65,1
3110,0,0,0,19.1,19.1,0
4018,0,1,0,69.45,477.05,0
2151,1,0,0,24.15,1498.85,0
3687,0,1,1,100.0,1888.65,1
4916,1,0,0,79.55,151.75,0
1997,1,1,1,105.65,6717.9,0
4033,0,0,0,60.05,3994.05,0
6903,1,1,0,69.0,2441.7,0
3054,1,1,1,106.6,7244.7,0
1248,1,1,0,90.15,987.95,1
2192,0,1,1,85.65,4824.45,0
2712,0,0,0,29.35,216.45,0
992,1,0,0,25.25,555.4,0
2190,1,1,1,84.2,5956.85,0
4670,0,0,0,35.05,1620.25,0
5142,1,1,0,104.55,6779.05,0
3762,1,0,0,49.0,749.25,0
3597,0,1,1,95.7,2338.35,0
4711,0,0,0,19.8,607.7,0
1318,0,0,1,66.7,579,0
1863,1,0,0,25.1,171,0
2343,0,0,0,46.1,130.15,0
2449,0,1,0,59.65,683.25,0
2136,1,1,0,91.0,1430.05,0
1065,1,1,0,90.05,2169.8,1
5868,0,0,0,44.0,44,0
6985,0,0,0,40.2,1525.35,0
4227,0,1,1,80.65,5542.55,0
2621,0,1,1,79.1,5564.85,0
77,0,0,0,54.65,482.25,0
2898,0,1,1,63.4,348.8,0
4820,1,1,1,84.3,4916.4,0
1314,1,0,0,89.55,3474.45,1
6144,0,0,1,90.0,2024.1,0
872,0,0,0,19.95,1269.1,0
3850,0,1,1,83.25,4089.45,0
5468,0,1,0,79.7,586.05,1
6730,0,0,0,19.65,332.65,0
2965,1,0,0,80.0,4242.35,1
3391,0,0,0,19.0,73.45,0
5415,1,0,0,50.3,913.3,0
2560,1,0,1,93.7,4154.8,1
6894,1,1,1,105.9,334.65,1
2635,1,0,0,25.25,1559.3,0
5256,1,0,1,96.25,4990.25,1
3530,1,1,0,69.0,1108,0
375,1,1,1,85.1,3662.25,0
1908,0,0,0,19.95,1399.35,0
4429,1,1,0,79.7,5743.3,0
6104,1,0,0,23.9,97.5,0
6153,0,0,0,20.95,1270.55,0
4027,0,0,0,24.45,482.8,1
1604,1,1,0,95.75,6511.25,0
1118,1,1,1,105.25,4997.5,0
3677,0,0,0,30.55,30.55,0
3490,0,0,0,51.05,415.05,1
6845,0,0,0,45.85,45.85,0
2958,0,0,0,19.55,19.55,0
1994,0,0,0,19.6,422.5,0
6980,0,1,0,39.0,679.85,1
6118,1,1,1,118.2,8547.15,0
2376,0,1,0,61.25,729.95,0
6445,1,1,0,90.65,367.95,0
1342,0,0,0,20.0,141.6,0
320,1,1,1,82.45,4350.1,1
1619,1,0,1,81.5,5553.25,0
3713,0,0,1,80.4,3605.2,1
6442,0,0,0,50.55,3431.75,0
2060,1,1,1,90.35,6325.25,0
2219,0,1,1,89.95,1648.45,0
1673,1,1,1,113.6,4594.95,1
260,0,0,1,41.15,132.2,1
6212,0,1,1,50.75,688.2,0
2039,1,0,0,79.35,1730.35,1
4785,1,0,0,80.65,1451.9,1
901,1,1,1,98.3,923.5,1
3744,0,0,0,75.5,2018.1,0
2026,1,1,1,105.75,7382.85,0
4234,0,0,0,19.05,326.65,0
1917,1,1,1,89.1,6352.4,0
1828,1,0,0,25.05,949.85,0
1573,0,0,1,96.1,4391.45,0
4415,1,0,0,66.1,4428.45,0
4749,0,0,0,49.2,216.9,1
6174,0,0,0,29.65,118.5,1
4654,0,0,0,19.05,761.85,0
4208,0,1,1,60.8,4263.4,0
4627,1,1,1,116.6,7049.5,0
224,0,0,0,19.35,219.35,0
