,Unnamed: 0,gender,SeniorCitizen,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,StreamingTV,StreamingMovies,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
223,223,Male,0,4,Yes,No,DSL,No,No,No,No,No,No,Mailed check,50.05,179.35,Yes
224,224,Female,0,12,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,Bank transfer (automatic),19.35,219.35,No
225,225,Male,0,24,No,No phone service,DSL,Yes,No,No,Yes,Yes,Yes,Mailed check,50.6,1288.75,No
226,226,Female,0,31,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Mailed check,81.15,2545.75,No
227,227,Female,0,1,Yes,No,DSL,No,No,No,Yes,No,No,Mailed check,55.2,55.2,Yes
228,228,Male,0,30,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Credit card (automatic),89.9,2723.15,No
229,229,Female,0,47,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,Yes,Credit card (automatic),85.3,4107.25,No
230,230,Male,0,54,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Credit card (automatic),108.0,5760.65,No
231,231,Male,0,50,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,Yes,Credit card (automatic),93.5,4747.5,No
232,232,Male,0,1,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,Mailed check,84.6,84.6,Yes
233,233,Female,0,72,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No,Credit card (automatic),20.25,1566.9,No
234,234,Female,0,29,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No,Electronic check,25.15,702,No
235,235,Male,0,2,Yes,Yes,DSL,No,Yes,No,No,No,Yes,Mailed check,54.4,114.1,Yes
236,236,Female,0,10,No,No phone service,DSL,No,No,No,No,No,Yes,Mailed check,29.6,299.05,No
237,237,Male,0,18,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Electronic check,73.15,1305.95,No
238,238,Female,1,11,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,Electronic check,95.0,1120.3,Yes
239,239,Male,0,16,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No,Mailed check,19.75,284.35,No
240,240,Female,0,72,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,No,Bank transfer (automatic),86.6,6350.5,No
241,241,Male,0,72,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,No,Bank transfer (automatic),109.2,7878.3,No
242,242,Female,0,41,Yes,No,DSL,Yes,No,No,Yes,Yes,Yes,Credit card (automatic),74.7,3187.65,No
243,243,Female,1,65,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,No,Electronic check,94.4,6126.15,No
244,244,Female,1,13,Yes,No,DSL,No,Yes,Yes,No,No,Yes,Electronic check,54.8,731.3,No
245,245,Male,1,4,Yes,No,Fiber optic,Yes,No,No,No,No,No,Electronic check,75.35,273.4,No
246,246,Male,0,41,Yes,Yes,DSL,No,No,Yes,No,Yes,No,Mailed check,65.0,2531.8,No
247,247,Male,1,15,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Electronic check,74.4,1074.3,Yes
248,248,Male,0,1,Yes,No,DSL,Yes,No,No,No,No,Yes,Mailed check,48.55,48.55,Yes
249,249,Male,0,42,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Electronic check,99.0,4298.45,No
250,250,Female,0,51,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,Electronic check,93.5,4619.55,No
251,251,Female,0,2,Yes,No,Fiber optic,No,No,No,No,No,No,Electronic check,70.4,147.15,Yes
252,252,Male,1,1,No,No phone service,DSL,No,Yes,No,Yes,No,No,Electronic check,40.2,40.2,Yes
253,253,Male,0,32,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,No,Credit card (automatic),83.7,2633.3,No
254,254,Male,0,10,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,Mailed check,19.85,193.05,No
255,255,Female,0,67,No,No phone service,DSL,No,Yes,Yes,Yes,Yes,Yes,Electronic check,59.55,4103.9,No
256,256,Female,0,61,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,Credit card (automatic),115.1,7008.15,No
257,257,Male,0,50,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,Credit card (automatic),114.35,5791.1,No
258,258,Female,0,2,Yes,No,DSL,No,No,No,No,No,Yes,Credit card (automatic),44.6,80.55,Yes
259,259,Female,1,29,No,No phone service,DSL,Yes,No,Yes,No,Yes,Yes,Electronic check,45.0,1228.65,No
260,260,Male,1,3,No,No phone service,DSL,No,No,Yes,No,Yes,Yes,Electronic check,41.15,132.2,Yes
261,261,Male,1,13,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Electronic check,106.9,1364.3,Yes
262,262,Male,1,57,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Electronic check,89.85,4925.35,No
263,263,Female,0,31,No,No phone service,DSL,Yes,Yes,No,No,Yes,Yes,Bank transfer (automatic),49.85,1520.1,No
264,264,Female,0,45,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,Mailed check,113.3,5032.25,No
265,265,Female,0,61,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,Mailed check,88.1,5526.75,No
266,266,Male,0,50,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No,Bank transfer (automatic),24.9,1195.25,No
267,267,Female,1,19,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Mailed check,105.0,2007.25,No
268,268,Male,0,59,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No,Mailed check,19.35,1099.6,Yes
269,269,Female,0,71,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,Credit card (automatic),24.25,1732.95,No
270,270,Female,1,16,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,Electronic check,94.45,1511.2,Yes
271,271,Male,0,57,Yes,No,DSL,Yes,Yes,No,No,No,Yes,Electronic check,59.75,3450.15,No
272,272,Male,0,1,No,No phone service,DSL,No,No,No,No,No,No,Bank transfer (automatic),24.8,24.8,Yes
273,273,Male,1,20,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,No,Electronic check,107.05,2172.05,No
274,274,Male,0,1,Yes,No,Fiber optic,No,No,No,No,No,No,Mailed check,70.6,70.6,Yes
275,275,Male,0,5,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Electronic check,85.4,401.1,Yes
276,276,Female,0,52,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Electronic check,105.05,5624.85,Yes
277,277,Male,1,21,Yes,No,DSL,Yes,Yes,No,No,Yes,Yes,Bank transfer (automatic),64.95,1339.8,No
278,278,Male,0,14,No,No phone service,DSL,No,No,Yes,Yes,Yes,Yes,Electronic check,55.0,771.95,No
279,279,Female,0,5,Yes,No,DSL,No,Yes,No,No,No,No,Bank transfer (automatic),50.55,244.75,No
280,280,Female,0,6,Yes,No,DSL,Yes,Yes,No,No,No,No,Mailed check,55.15,322.9,No
281,281,Female,0,10,Yes,No,DSL,No,Yes,No,No,No,No,Electronic check,51.2,498.25,No
282,282,Female,0,1,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No,Mailed check,25.4,25.4,No
283,283,Female,0,68,Yes,Yes,DSL,Yes,No,No,No,No,No,Mailed check,54.45,3687.75,No
284,284,Male,0,18,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,No,Mailed check,95.15,1779.95,Yes
285,285,Female,0,22,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Credit card (automatic),76.0,1783.6,No
286,286,Female,0,20,Yes,No,DSL,No,No,No,No,No,Yes,Electronic check,44.35,927.15,No
287,287,Male,0,1,Yes,No,Fiber optic,No,No,No,No,No,No,Electronic check,70.0,70,Yes
288,288,Male,1,8,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Electronic check,74.5,606.55,Yes
289,289,Male,0,10,Yes,No,DSL,No,No,No,No,No,Yes,Credit card (automatic),44.85,435.4,Yes
290,290,Male,1,24,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Electronic check,76.1,1712.7,Yes
291,291,Male,0,35,Yes,No,DSL,Yes,Yes,Yes,No,No,No,Mailed check,61.2,2021.2,No
292,292,Male,0,23,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Mailed check,86.8,1940.8,No
293,293,Female,1,6,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,Electronic check,89.35,567.8,No
294,294,Female,0,12,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No,Mailed check,19.7,220.35,No
295,295,Male,0,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No,Mailed check,20.25,20.25,No
296,296,Female,0,71,Yes,No,Fiber optic,No,No,Yes,No,No,No,Electronic check,76.05,5436.45,No
297,297,Male,1,35,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Electronic check,100.8,3437.5,No
298,298,Male,0,40,Yes,Yes,DSL,No,No,Yes,Yes,Yes,Yes,Electronic check,74.55,3015.75,No
299,299,Female,0,1,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,Mailed check,73.6,73.6,Yes
300,300,Male,0,23,Yes,No,DSL,No,No,No,Yes,Yes,Yes,Bank transfer (automatic),64.9,1509.8,No
301,301,Female,1,4,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Electronic check,95.45,396.1,Yes
302,302,Male,0,4,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Electronic check,90.4,356.65,No
303,303,Female,0,68,No,No phone service,DSL,No,Yes,Yes,Yes,Yes,No,Credit card (automatic),60.3,4109,No
304,304,Male,0,38,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Mailed check,81.85,3141.7,No
305,305,Male,0,52,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No,Mailed check,24.8,1229.1,No
306,306,Male,1,32,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Electronic check,74.9,2303.35,Yes
307,307,Male,0,29,Yes,No,DSL,No,No,Yes,Yes,Yes,No,Mailed check,75.55,2054.4,No
308,308,Male,1,38,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,No,Electronic check,101.15,3741.85,No
309,309,Male,0,48,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Credit card (automatic),78.75,3682.45,No
310,310,Female,0,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,Bank transfer (automatic),19.25,19.25,No
311,311,Female,0,22,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,Electronic check,89.05,1886.25,No
312,312,Female,0,43,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,Credit card (automatic),115.05,4895.1,No
313,313,Female,1,5,Yes,No,Fiber optic,No,No,No,No,No,Yes,Electronic check,69.35,341.6,No
314,314,Male,0,5,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,Electronic check,80.6,415.55,Yes
315,315,Male,0,51,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,No,Credit card (automatic),110.05,5686.4,No
316,316,Male,0,71,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,Credit card (automatic),19.9,1355.1,No
317,317,Female,0,38,Yes,No,DSL,Yes,Yes,No,Yes,Yes,No,Credit card (automatic),80.3,3058.65,Yes
318,318,Male,1,24,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,Electronic check,93.15,2231.05,Yes
319,319,Male,0,35,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,Credit card (automatic),91.5,3236.35,No
320,320,Female,1,54,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,No,Bank transfer (automatic),82.45,4350.1,Yes
321,321,Female,0,72,No,No phone service,DSL,No,Yes,Yes,Yes,Yes,Yes,Electronic check,60.0,4264,No
322,322,Male,0,1,Yes,No,DSL,No,No,No,No,No,Yes,Electronic check,44.8,44.8,No
323,323,Female,0,9,Yes,No,DSL,Yes,No,No,No,No,No,Mailed check,48.6,422.3,No
324,324,Male,0,69,No,No phone service,DSL,Yes,Yes,No,Yes,Yes,Yes,Bank transfer (automatic),60.05,4176.7,No
325,325,Female,0,52,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,Credit card (automatic),102.7,5138.1,No
326,326,Female,1,11,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,Electronic check,82.9,880.05,No
327,327,Female,1,2,Yes,No,Fiber optic,No,No,No,No,No,Yes,Electronic check,70.35,139.05,Yes
328,328,Female,1,28,No,No phone service,DSL,No,No,No,Yes,No,Yes,Electronic check,35.9,973.65,No
329,329,Female,1,17,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Credit card (automatic),82.65,1470.05,No
330,330,Female,0,35,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,Mailed check,19.85,739.35,No
331,331,Female,0,8,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,Mailed check,19.2,161.95,No
332,332,Male,0,46,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,Yes,Credit card (automatic),94.9,4422.95,No
333,333,Female,0,7,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Electronic check,73.85,511.25,Yes
334,334,Female,0,2,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Mailed check,80.6,155.8,Yes
335,335,Male,0,68,Yes,Yes,DSL,No,Yes,Yes,No,Yes,Yes,Bank transfer (automatic),75.8,5293.95,Yes
336,336,Female,0,43,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Electronic check,104.6,4759.85,Yes
337,337,Female,0,68,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Electronic check,88.15,6148.45,No
338,338,Female,0,36,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,Credit card (automatic),94.8,3565.65,No
339,339,Male,0,63,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Electronic check,103.4,6603,Yes
340,340,Female,1,32,Yes,No,DSL,No,Yes,No,No,No,No,Bank transfer (automatic),54.65,1830.1,No
341,341,Female,0,71,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,Credit card (automatic),85.75,6223.8,No
342,342,Female,0,66,Yes,Yes,DSL,Yes,Yes,Yes,No,No,Yes,Bank transfer (automatic),67.45,4508.65,No
343,343,Male,0,63,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No,Mailed check,20.5,1328.15,No
344,344,Female,0,41,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,Credit card (automatic),20.25,865,No
345,345,Female,1,1,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Electronic check,72.1,72.1,No
346,346,Female,0,2,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,Electronic check,90.4,168.2,Yes
347,347,Female,0,70,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No,Bank transfer (automatic),19.45,1303.5,No
348,348,Female,0,23,No,No phone service,DSL,No,No,No,Yes,Yes,Yes,Electronic check,44.95,996.85,No
349,349,Female,1,64,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,No,Bank transfer (automatic),97.0,6430.9,No
350,350,Male,0,37,Yes,Yes,DSL,Yes,No,Yes,No,No,Yes,Credit card (automatic),62.8,2278.75,No
351,351,Male,0,17,Yes,No,DSL,No,No,No,No,No,No,Mailed check,44.6,681.4,No
352,352,Female,1,7,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,Electronic check,89.15,574.35,No
353,353,Male,0,4,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Bank transfer (automatic),84.8,371.9,Yes
354,354,Female,1,21,No,No phone service,DSL,Yes,No,No,Yes,No,Yes,Electronic check,41.9,840.1,Yes
355,355,Female,0,10,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Bank transfer (automatic),80.25,846,Yes
356,356,Female,1,16,Yes,Yes,DSL,Yes,No,No,No,No,Yes,Electronic check,54.1,889,No
357,357,Male,0,64,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,Electronic check,105.25,6823.4,No
358,358,Male,1,27,No,No phone service,DSL,Yes,No,No,No,No,No,Credit card (automatic),30.75,805.1,Yes
359,359,Male,0,42,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,No,Electronic check,97.1,4016.75,No
360,360,Male,0,5,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No,Mailed check,20.2,83.75,No
361,361,Female,0,41,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,Bank transfer (automatic),98.8,3959.15,No
362,362,Male,0,58,Yes,No,DSL,No,No,Yes,No,No,No,Credit card (automatic),50.3,2878.55,No
363,363,Female,0,47,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,Mailed check,20.55,945.7,No
364,364,Male,0,18,Yes,No,Fiber optic,No,No,No,No,No,Yes,Bank transfer (automatic),75.9,1373.05,No
365,365,Male,0,5,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,No,Bank transfer (automatic),96.5,492.55,Yes
366,366,Male,0,23,Yes,No,DSL,Yes,No,No,No,Yes,Yes,Bank transfer (automatic),59.95,1406,No
367,367,Female,0,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No,Mailed check,19.15,19.15,No
368,368,Male,0,71,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Credit card (automatic),98.65,6962.85,No
369,369,Male,0,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Credit card (automatic),112.6,8126.65,No
370,370,Male,0,33,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No,Mailed check,20.6,690.25,No
371,371,Male,0,2,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,Electronic check,85.65,181.5,Yes
372,372,Male,0,24,No,No phone service,DSL,Yes,No,No,No,No,No,Mailed check,35.75,830.8,No
373,373,Female,0,56,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Credit card (automatic),99.75,5608.4,No
374,374,Male,0,37,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,Credit card (automatic),96.1,3646.8,No
375,375,Female,0,43,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,No,Credit card (automatic),85.1,3662.25,No
376,376,Male,0,1,No,No phone service,DSL,No,No,No,No,No,No,Mailed check,25.35,25.35,No
377,377,Female,0,25,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Bank transfer (automatic),104.95,2566.5,Yes
378,378,Female,0,61,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,Electronic check,89.65,5308.7,No
379,379,Male,0,17,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Electronic check,86.75,1410.25,No
380,380,Female,0,41,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,Bank transfer (automatic),86.2,3339.05,No
381,381,Male,0,1,Yes,No,DSL,No,Yes,No,No,No,No,Mailed check,50.65,50.65,Yes
382,382,Male,1,72,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Bank transfer (automatic),64.8,4732.35,No
383,383,Male,0,1,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Credit card (automatic),90.85,90.85,Yes
384,384,Male,0,48,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Bank transfer (automatic),108.1,5067.45,No
385,385,Male,1,11,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No,Mailed check,19.95,214.75,Yes
386,386,Female,1,55,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Electronic check,85.45,4874.7,Yes
387,387,Female,0,42,No,No phone service,DSL,Yes,Yes,Yes,No,Yes,Yes,Electronic check,54.75,2348.45,No
388,388,Male,0,44,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Mailed check,90.4,4063,No
389,389,Male,0,1,Yes,No,DSL,No,No,No,No,No,No,Electronic check,44.0,44,No
390,390,Female,0,27,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Bank transfer (automatic),95.6,2595.25,No
391,391,Male,1,27,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Bank transfer (automatic),84.8,2309.55,No
392,392,Female,1,2,Yes,No,DSL,No,No,No,No,No,Yes,Electronic check,44.3,89.3,No
393,393,Female,0,19,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No,Mailed check,19.9,367.55,No
394,394,Female,1,42,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Electronic check,95.05,3944.5,No
395,395,Female,0,66,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Credit card (automatic),90.05,5965.95,No
396,396,Male,1,33,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Bank transfer (automatic),109.9,3694.7,No
397,397,Female,0,34,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Credit card (automatic),73.95,2524.45,Yes
398,398,Male,1,33,No,No phone service,DSL,No,No,Yes,Yes,Yes,Yes,Electronic check,54.6,1803.7,No
399,399,Female,0,23,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No,Mailed check,20.05,415.1,No
400,400,Female,0,32,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No,Bank transfer (automatic),19.75,624.15,No
401,401,Female,0,11,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No,Credit card (automatic),20.05,237.7,No
402,402,Male,0,69,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Credit card (automatic),99.45,7007.6,Yes
403,403,Female,0,68,Yes,No,DSL,Yes,No,No,No,No,No,Bank transfer (automatic),55.9,3848.8,No
404,404,Male,0,20,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,Mailed check,19.7,419.4,No
405,405,Male,0,72,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,Credit card (automatic),19.8,1468.75,No
406,406,Male,0,60,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No,Yes,Bank transfer (automatic),95.4,5812,No
407,407,Male,1,32,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,Mailed check,93.95,2861.45,No
408,408,Female,0,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,Mailed check,19.9,19.9,Yes
409,409,Male,0,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,Mailed check,19.6,19.6,Yes
410,410,Male,1,3,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Electronic check,81.35,233.7,Yes
411,411,Female,0,46,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,Bank transfer (automatic),24.45,1066.15,No
412,412,Female,0,29,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Electronic check,74.95,2149.05,No
413,413,Male,0,51,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Electronic check,87.35,4473,No
414,414,Female,1,48,Yes,No,Fiber optic,No,No,No,No,No,Yes,Bank transfer (automatic),70.65,3545.05,No
415,415,Female,0,16,Yes,No,Fiber optic,No,Yes,No,No,No,No,Bank transfer (automatic),73.25,1195.75,No
416,416,Male,0,70,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Bank transfer (automatic),98.7,6858.9,No
417,417,Female,0,40,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,Mailed check,24.8,1024.7,No
418,418,Female,0,22,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Electronic check,83.3,1845.9,Yes
419,419,Female,1,1,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Bank transfer (automatic),75.3,75.3,Yes
